epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,116.577,2.30936,4.57372,1.40106,0.53974,0.63797,0.56617,0.24578,1.53482,21.2342,1.00451,0.000333021,0.000333021,0.000333021
